lake,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM
Fog 05,2014-07-28,3,0.50,0.63,0.25,0.98,.,0.04,0.84,23.1,27.43,.,0.06,.,.,60.58,4.33,403.59,33.60,.,946,0.859,.,.,472.5,112,25.6,6.36,37.6
Fog 05,2014-07-28,5,0.44,0.57,0.26,1.08,.,0.04,0.18,21.2,24.49,.,0.06,.,.,46.06,3.29,305.63,25.45,652,954,0.849,.,.,478.9,113,25.5,6.22,40.2
Fog 05,2014-07-28,8,0.38,0.60,0.42,17.23,.,0.06,1.40,40.5,45.33,.,0.06,.,.,67.71,4.83,707.42,58.90,667,1875,1.391,.,.,687.2,163,37.5,11.4,99.6
E 05,2014-07-30,0,1.08,1.43,0.67,0.33,.,0.03,0.44,16.7,.,.,.,.,.,.,.,.,.,505,134,0.092,.,.,46.8,17,9.7,6.32,18.9
E 05,2014-07-30,1,1.65,2.04,0.76,0.32,.,0.07,0.16,12.1,.,.,.,.,.,.,.,.,.,485,149,0.096,.,.,49.9,17,10,6.32,19.2
E 05,2014-07-30,3,2.11,2.60,0.94,0.36,.,0.04,0.77,15.7,.,.,.,.,.,.,.,.,.,463,156,0.097,.,.,47.4,17,9.9,6.36,18.9
E 05,2014-07-30,5,2.26,2.72,0.89,0.37,.,0.05,.,17.2,.,.,.,.,.,.,.,.,.,459,161,0.081,.,.,48.2,17,9.8,6.67,19.8
E 05,2014-07-30,8,1.68,2.08,0.77,0.24,.,0.10,.,16.8,.,.,.,.,.,.,.,.,.,447,409,0.123,.,.,49.4,17,9.5,7.71,23.2
E 05,2014-07-30,10,3.44,4.26,1.58,0.29,.,0.09,0.64,12.6,.,.,.,.,.,.,.,.,.,455,477,0.138,.,.,50.6,18,9.6,7.73,25.1
E 06,2014-07-30,0,1.00,1.17,0.32,0.53,.,0.05,0.07,18.4,.,.,.,.,.,.,.,.,.,661,136,0.094,.,.,54.1,19,12.9,4.23,22.2
E 06,2014-07-30,1,1.07,1.29,0.42,0.35,.,0.05,0.95,19.5,.,.,.,.,.,.,.,.,.,628,139,0.098,.,.,55,19,12.6,3.94,22
E 06,2014-07-30,2,1.02,1.20,0.35,0.36,.,0.06,0.23,18.7,.,.,.,.,.,.,.,.,.,644,137,0.096,.,.,54.4,19,12.7,3.91,22.1
Toolik,2014-08-01,0,0.86,0.99,0.25,0.42,.,0.03,0.08,17.3,.,.,.,.,.,.,.,.,.,527,740,0.727,.,.,344.5,74,14.5,7.09,27.2
Toolik,2014-08-01,1,1.24,1.44,0.38,0.47,.,0.03,.,14.7,.,.,.,.,.,.,.,.,.,501,.,.,.,.,343.9,74,14.3,6.9,27.5
Toolik,2014-08-01,1,1.09,1.26,0.32,0.37,.,0.03,1.16,.,.,.,.,.,.,.,.,.,.,.,742,0.728,.,.,343.9,74,14.3,6.9,27.5
Toolik,2014-08-01,3,1.02,1.19,0.32,0.38,.,0.03,0.87,14.9,.,.,.,.,.,.,.,.,.,508,742,0.727,.,.,352.6,74,14.7,6.87,27.8
Toolik,2014-08-01,5,0.84,1.07,0.45,0.35,.,0.05,0.09,15.6,.,.,.,.,.,.,.,.,.,508,656,0.642,.,.,341.3,74,14.2,6.92,27.3
Toolik,2014-08-01,8,0.55,0.80,0.48,0.45,.,0.03,1.07,13.7,.,.,.,.,.,.,.,.,.,521,741,0.721,.,.,336.9,73,13.9,6.67,27.9
Toolik,2014-08-01,12,0.39,0.60,0.39,0.93,.,0.04,1.65,17.5,.,.,.,.,.,.,.,.,.,479,815,0.727,.,.,334.9,74,14.4,8.72,32.2
Toolik,2014-08-01,16,0.42,0.61,0.37,1.09,.,0.04,2.69,14.6,.,.,.,.,.,.,.,.,.,481,831,0.730,.,.,335.1,74,14.4,8.43,32.5
Toolik,2014-08-01,20,0.49,0.63,0.27,1.16,.,0.04,2.11,16.5,.,.,.,.,.,.,.,.,.,455,845,0.732,.,.,349.7,75,15.2,8.73,34.4
Dimple Lake,2014-08-04,1,1.05,1.33,0.54,0.44,.,0.11,9.52,39,.,.,.,.,.,.,.,.,.,1570,70,0.045,.,.,68.5,35,11.2,6.72,44.5
Dimple Lake,2014-08-04,4,0.18,0.57,0.76,7.75,.,0.74,27.33,43.8,.,.,.,.,.,.,.,.,.,1358,277,0.102,.,.,73.8,41,9.2,3.43,49.5
Horn Lake,2014-08-04,1,2.20,2.35,0.29,0.80,.,0.10,3.20,28.7,.,.,.,.,.,.,.,.,.,1018,180,0.155,.,.,83.6,38,14.9,3.75,13.5
Horn Lake,2014-08-04,5,2.12,3.07,1.83,0.94,.,0.12,4.35,28.7,.,.,.,.,.,.,.,.,.,1038,181,0.154,.,.,82.1,38,14.2,3.77,13.6
Perched Lake,2014-08-04,1,1.59,1.81,0.43,0.30,.,0.04,0.28,17.6,.,.,.,.,.,.,.,.,.,518,411,0.401,.,.,188.5,82,35.5,14.5,24.3
Perched Lake,2014-08-04,8,1.17,1.54,0.71,0.75,.,0.05,0.23,19,.,.,.,.,.,.,.,.,.,.,512,0.409,.,.,183.8,82,35,15.3,31.5
Shasta,2014-08-04,1,2.04,2.77,1.42,0.53,.,0.07,0.66,25.5,.,.,.,.,.,.,.,.,.,1201,55,0.034,.,.,49.1,26,9,0.867,30.8
Shasta,2014-08-04,8,0.33,1.44,2.15,26.53,.,0.42,4.58,50,.,.,.,.,.,.,.,.,.,980,390,0.145,.,.,59.5,31,13.6,3.41,33.4
LTER 345,2014-08-05,0,0.57,0.63,0.12,0.31,.,0.04,.,17.9,.,.,.,.,.,.,.,.,.,434,450,0.443,.,.,504,218,77.5,15,15.7
LTER 345,2014-08-05,1,0.48,0.53,0.09,0.31,.,0.04,1.71,17,.,.,.,.,.,.,.,.,.,427,445,0.436,.,.,494.4,222,80.8,15.2,15.9
LTER 345,2014-08-05,3,0.53,0.59,0.11,0.35,.,0.04,.,13.7,.,.,.,.,.,.,.,.,.,431,445,0.436,.,.,515.7,220,82.3,15.5,15.9
LTER 345,2014-08-05,5,0.57,0.65,0.16,0.32,.,0.04,0.44,17,.,.,.,.,.,.,.,.,.,.,450,0.441,.,.,503.7,222,80.9,15.2,15.9
LTER 345,2014-08-05,8,0.53,0.62,0.16,0.34,.,0.04,1.24,13.8,.,.,.,.,.,.,.,.,.,417,459,0.441,.,.,499.5,217,76.5,15.8,15.9
LTER 345,2014-08-05,12,0.49,0.58,0.17,0.56,.,0.04,1.06,15.9,.,.,.,.,.,.,.,.,.,392,498,0.458,.,.,490.2,212,71.1,16.3,17.5
LTER 345,2014-08-05,16,0.23,0.31,0.15,0.79,.,0.04,2.56,15.2,.,.,.,.,.,.,.,.,.,404,504,0.458,.,.,481.5,212,70.8,16,18.4
LTER 345,2014-08-05,22,0.25,0.35,0.19,0.67,.,0.04,1.59,15.6,.,.,.,.,.,.,.,.,.,395,514,0.460,.,.,484.8,211,71,16.5,19
E 05,2014-08-06,0,1.27,1.53,0.49,0.28,.,0.02,0.08,13.9,.,.,.,.,.,.,.,.,.,532,110,0.096,.,.,48.7,17,9.7,5.85,20.9
E 05,2014-08-06,1,1.67,1.97,0.58,0.08,.,0.02,0.82,12,.,.,.,.,.,.,.,.,.,526,122,0.102,.,.,48.4,17,9.6,5.96,20.9
E 05,2014-08-06,3,2.45,2.82,0.73,0.22,.,0.01,0.96,13.8,.,.,.,.,.,.,.,.,.,516,124,0.098,.,.,47.4,17,9.7,5.93,20.8
E 05,2014-08-06,5,3.11,3.55,0.86,0.21,.,0.02,0.65,13.4,.,.,.,.,.,.,.,.,.,519,128,0.094,.,.,48.2,17,9.8,5.96,21.8
E 05,2014-08-06,8,2.63,3.44,1.55,0.25,.,0.04,0.93,14.9,.,.,.,.,.,.,.,.,.,457,266,0.126,.,.,50.8,17,9.5,7.46,23.8
E 05,2014-08-06,10,3.93,4.80,1.68,0.26,.,0.08,1.16,13.2,.,.,.,.,.,.,.,.,.,450,310,0.141,.,.,49.8,18,9.5,7.9,25.6
E 06,2014-08-06,0,0.73,0.84,0.22,0.36,.,0.02,.,20.5,.,.,.,.,.,.,.,.,.,682,110,0.096,.,.,56.3,20,13.3,3.52,25.9
E 06,2014-08-06,1,1.51,1.79,0.54,0.30,.,0.02,.,21.4,.,.,.,.,.,.,.,.,.,697,115,0.096,.,.,57.8,20,13.4,3.34,25.8
E 06,2014-08-06,2,1.07,1.24,0.33,0.34,.,0.02,0.79,16.6,.,.,.,.,.,.,.,.,.,704,113,0.094,.,.,56,20,13.3,3.45,25.4
Toolik,2014-08-08,0,0.64,0.75,0.21,0.48,.,0.03,0.28,14.6,.,.,.,.,.,.,.,.,.,498,796,0.748,.,.,338.1,75,14.5,6.67,27.5
Toolik,2014-08-08,1,1.06,1.17,0.22,0.34,.,0.03,0.96,13.6,.,.,.,.,.,.,.,.,.,520,778,0.739,.,.,344.8,75,14.3,6.43,27.4
Toolik,2014-08-08,1,0.58,0.68,0.18,0.37,.,0.03,1.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,344.8,75,14.3,6.43,27.4
Toolik,2014-08-08,3,0.95,0.96,0.01,0.33,.,0.03,1.01,14.5,.,.,.,.,.,.,.,.,.,509,800,0.743,.,.,356.6,75,14.5,6.36,27.5
Toolik,2014-08-08,5,0.97,1.10,0.25,0.31,.,0.03,.,15.4,.,.,.,.,.,.,.,.,.,.,804,0.745,.,.,345.5,76,14.3,6.37,27.5
Toolik,2014-08-08,8,0.78,0.92,0.28,0.40,.,0.03,1.18,16.7,.,.,.,.,.,.,.,.,.,501,821,0.736,.,.,350.9,76,14.4,6.52,27.9
Toolik,2014-08-08,12,0.33,0.50,0.31,1.15,.,0.04,2.60,15.5,.,.,.,.,.,.,.,.,.,468,1024,0.730,.,.,335,74,14.4,8.5,32.2
Toolik,2014-08-08,16,0.30,0.48,0.33,1.27,.,0.03,3.25,14.4,.,.,.,.,.,.,.,.,.,458,1092,0.727,.,.,337.4,75,14.5,8.53,33.3
Toolik,2014-08-08,20,0.29,0.50,0.41,1.37,.,0.03,2.24,16,.,.,.,.,.,.,.,.,.,460,1155,0.731,.,.,346,75,14.9,8.7,34.9
Fog 01,2014-08-09,1,0.23,0.26,0.06,0.36,.,0.04,2.82,16.2,19.33,.,0.05,.,.,43.83,3.13,279.29,23.25,531,1357,1.325,.,.,734.3,155,34.2,12.2,46.1
Fog 01,2014-08-09,3,0.34,0.40,0.11,0.31,.,0.02,.,15.4,18.08,.,0.08,.,.,37.54,2.68,234.17,19.50,522,1355,1.321,.,.,715.2,154,35.4,13.3,45.9
Fog 01,2014-08-09,8,0.58,0.69,0.21,0.56,.,0.03,0.13,17.8,20.17,.,0.07,.,.,33.16,2.37,200.37,16.68,362,1715,1.541,.,.,823.8,178,39.6,13.8,58.1
Fog 01,2014-08-09,16,0.47,0.69,0.42,2.66,.,0.04,0.83,22.4,25.62,.,0.06,.,.,45.05,3.22,269.33,22.42,365,2155,1.706,.,.,911.3,197,43.9,15.2,87.9
Fog 02,2014-08-09,1,0.32,0.38,0.11,0.25,.,0.04,.,13.4,15.92,.,0.09,.,.,35.34,2.52,220.34,18.35,247,1412,1.376,.,.,689.8,132,33.3,10.3,31.1
Fog 02,2014-08-09,3,0.32,0.38,0.11,0.16,.,0.02,0.04,13.4,15.97,.,0.09,.,.,36.02,2.57,245.49,20.44,276,1420,1.385,.,.,678.8,130,32.5,10.2,30.8
Fog 02,2014-08-09,10,0.71,0.82,0.21,0.47,.,0.03,0.04,13.9,16.79,.,0.06,.,.,40.41,2.89,274.74,22.87,256,1798,1.580,.,.,771.8,148,38.9,11.9,42.9
Fog 02,2014-08-09,16,0.44,0.51,0.13,1.50,.,0.03,0.18,14.7,17.47,.,0.07,.,.,38.78,2.77,229.43,19.10,.,1960,1.593,.,.,757.9,147,36.5,11.2,46.7
